"統一編號","公司名稱","負責人","公司地址","資本總額","實收資本額","在境內營運資金","公司狀態","產製日期"
"00030535","炫益有限公司","劉O豪","臺中市東區公園東路130號2樓之2","200000"," "," ","核准設立","20250901035816"
"00031154","喔耳股份有限公司","廖O宏","臺北市萬華區柳州街80號4樓","500000","500000"," ","核准設立","20250901035816"
"00031400","純佳匯有限公司","侯O翔","雲林縣斗六市信義里鎮北路24巷2號二樓","200000"," "," ","核准設立","20250901035816"
"00032695","智能購有限公司","鍾O洋","新北市板橋區中山路2段62號10樓之7","1000000"," "," ","核准設立","20250901035816"
"00032941","桂廝有限公司","張O桐","臺中市西區民龍里臺灣大道二段239號13樓","100000"," "," ","核准設立","20250901035816"
"00033202","日日西服有限公司","劉O廷","臺北市大同區承德路2段12號3樓","200000"," "," ","核准設立","20250901035816"
"00033792","聰韻企業有限公司","王O傑","臺北市大同區重慶北路3段67號1樓","500000"," "," ","核准設立","20250901035816"
"00034510","孜安建設開發有限公司","闕O翰","新北市三重區新北大道1段123號11樓","12500000"," "," ","核准設立","20250901035816"
"00034883","進豐實業有限公司","黃O豐","高雄市橋頭區成功路新市巷9之1號","1000000"," "," ","核准設立","20250901035816"
"00035150","崴順科技有限公司","林O瑋","臺中市南屯區同心里南屯路二段290號12樓之2","200000"," "," ","核准設立","20250901035816"
"00035285","冠君實業有限公司","武O中","基隆市仁愛區忠二路12號1樓","3000000"," "," ","核准設立","20250901035816"
"00035721","森林實業有限公司","王O怡","臺北市大安區忠孝東路4段166號10樓","1000000"," "," ","核准設立","20250901035816"
"00035779","熾曜有限公司","林O偉","新北市樹林區中華路315號6樓","10000"," "," ","核准設立","20250901035816"
"00036242","揚勁有限公司","柯O彬","高雄市鳳山區和德街31號13樓","200000"," "," ","核准設立","20250901035816"
"00036926","樂時網路有限公司","陳O璇","桃園市桃園區同安里新埔六街77號9樓之5","100000"," "," ","核准設立","20250901035816"
"00037903","麥奇整合行銷有限公司","陳O勝","臺北市中山區安東街18之6號","200000"," "," ","核准設立","20250901035816"
"00038157","茉依拉有限公司","許O儀","苗栗縣苗栗市嘉盛里19鄰育英街60-4號2樓","100000"," "," ","核准設立","20250901035816"
"00038797","利榮發國際貿易有限公司","周O程","高雄市左營區左營大路381巷26號1樓","3000000"," "," ","核准設立","20250901035816"
"00039114","情趣女孩有限公司","顏O誼","新北市新莊區中平路288號之6八樓","1000000"," "," ","核准設立","20250901035816"
"00040034","鎂好時光有限公司","李O琳","臺南市安平區建平里中華西路2段317號6樓","500000"," "," ","核准設立","20250901035816"
"00040132","香港商米斯托有限公司","LOE SEOK JIN","臺北市松山區敦化北路167號10樓","6000000"," "," ","核准登記","20250901035816"
"00041337","宜品國際有限公司","劉O惠","臺南市安平區怡平里慶平路191號2樓","300000"," "," ","核准設立","20250901035816"
"00042693","信號設計股份有限公司","李O幸","臺北市中正區忠孝西路1段72號2樓之1","100000","100000"," ","核准設立","20250901035816"
"00042933","勳華有限公司","TOELAPOL JONGTHANAPIPAT","臺北市松山區南京東路5段188號6樓之5","500000"," "," ","核准設立","20250901035816"
"00043172","浪潮人工智慧有限公司","堯O榮","桃園市桃園區福元里民富八街28巷1弄1號（1樓）","50000"," "," ","核准設立","20250901035816"
"00043617","聿閣空間設計工程有限公司","蔡O燕","桃園市八德區大成里福僑街103號(1樓)","500000"," "," ","核准設立","20250901035816"
"00043898","立耀興業有限公司","林O本","臺中市大肚區大東里沙田路二段428之1號","250000"," "," ","核准設立","20250901035816"
"00044171","阿布思生活股份有限公司","馮O怡","新北市三重區新北大道1段123號11樓","500000","500000"," ","核准設立","20250901035816"
"00044735","鵬飛國際貿易有限公司","彭O成","新北市淡水區新市一路1段14號6樓","1000000"," "," ","核准設立","20250901035816"
"00046121","蕎菲國際股份有限公司","葉O宏","新北市中和區景平路644號","10000000","2000000"," ","核准設立","20250901035816"
"00046234","饗梧國際有限公司","吳O易","臺中市西屯區何安里重慶路99號5樓之3","100000"," "," ","核准設立","20250901035816"
"00046488","合創國際貿易有限公司","謝O盛","臺南市南區文南里健康路2段429號1樓","4000000"," "," ","核准設立","20250901035816"
"00047780","伊莉莎白珠寶顧問有限公司","洪O安","新北市淡水區中正路2段18號2樓","1000000"," "," ","核准設立","20250901035816"
"00049035","驛鎮國際有限公司","謝O哲","桃園市桃園區文中路179號(1樓)","200000"," "," ","核准設立","20250901035816"
"00049197","庫存終結者有限公司","黃O瑄","新北市淡水區中山北路3段57號12樓","200000"," "," ","核准設立","20250901035816"
"00049226","沐億有限公司","楊O婷","桃園市桃園區明德里中正路1249號15樓之2","2000000"," "," ","核准設立","20250901035816"
"00049507","喬媛實業有限公司","曾O文","苗栗縣頭份市中華路951號6樓之1","100000"," "," ","核准設立","20250901035816"
"00049767","赫蒂國際精品有限公司","林O婷","新竹市東區福德里中華路二段663號1樓","300000"," "," ","核准設立","20250901035816"
"00050270","兩個一起有限公司","蔡O名","新北市新莊區建國一路310號9樓","500000"," "," ","核准設立","20250901035816"
"00050588","天賦侑宇宙科技有限公司","王O婷","臺中市北區健行里忠明路424號5樓之1","1000000"," "," ","核准設立","20250901035816"
"00050665","米茲有限公司","張O豪","花蓮縣吉安鄉仁和村南海三街200巷40號1樓","10000"," "," ","核准設立","20250901035816"
"00050905","赫威特國際有限公司","阮O筠","臺中市大里區瑞城里塗城路438號1樓","50000"," "," ","核准設立","20250901035816"
"00052024","倢倪有限公司","蕭O如","桃園市桃園區介壽路495巷79號9樓","100000"," "," ","核准設立","20250901035816"
"00052333","永續樹企業有限公司","黃O嵐","臺北市大安區忠孝東路4段126之16號","3000000"," "," ","核准設立","20250901035816"
"00052609","萬友實業有限公司","陳O羽","臺北市中山區中山北路1段92號2樓","500000"," "," ","核准設立","20250901035816"
"00052946","宥幸有限公司","陳O志","新北市三重區雙園街107號(1樓)","500000"," "," ","核准設立","20250901035816"
"00055459","耀成興業有限公司","王O琳","高雄市前鎮區崗山中街48號1樓","1000000"," "," ","核准設立","20250901035816"
"00056133","岳豪企業有限公司","許O睿","高雄市鳳山區文龍東路238號1樓","500000"," "," ","核准設立","20250901035816"
"00060024","鈺健好物有限公司","黃O茹","臺北市信義區信義路4段458號6樓","500000"," "," ","核准設立","20250901035816"
"00060565","允嵩有限公司","童O齡","基隆市安樂區慈仁里安一路190之1號","1000000"," "," ","核准設立","20250901035816"
"00060869","妍妍時尚有限公司","黃O威","臺北市大同區長安西路106號4樓之1","1000000"," "," ","核准設立","20250901035816"
"00061614","利其意實業有限公司","顧O琍","臺中市東區東南里十甲路13巷8號5樓之2","100000"," "," ","核准設立","20250901035816"
"00062374","玖壹山壹肆有限公司","吳O和","桃園市中壢區內定里內定二街950巷31號(1樓)","200000"," "," ","核准設立","20250901035816"
"00063015","馥登有限公司","林O銨","臺北市中山區新生北路3段82巷34號","1000000"," "," ","核准設立","20250901035816"
"00063514","乙賞玩具有限公司","黃O美","桃園市桃園區新民街75號","200000"," "," ","核准設立","20250901035816"
"00064062","家睿隆實業有限公司","田O燕","彰化縣二林鎮東和里斗苑路5段臨63號","2000000"," "," ","核准設立","20250901035816"
"00064555","客達有限公司","靳O宸","高雄市小港區金城路162號3樓","1000000"," "," ","核准設立","20250901035816"
"00064611","傳衍有限公司","林O政","新竹縣湖口鄉湖鏡村湖口老街172號1樓","50000"," "," ","核准設立","20250901035816"
"00065870","喜曼精品有限公司","鄧O林","臺中市北區中清路一段428號1樓","300000"," "," ","核准設立","20250901035816"
"00066293","富士貓國際貿易有限公司","留O宇","新北市蘆洲區民權路135號","1000000"," "," ","核准設立","20250901035816"
"00066343","揚毅國際企業有限公司","郭O揚","臺南市安南區溪墘里安富街396號","1000000"," "," ","核准設立","20250901035816"
"00066836","佲泓有限公司","魏O浩","臺中市北區文心路四段208之1號7樓之2","600000"," "," ","核准設立","20250901035816"
"00067960","妃尹有限公司","鄭O升","苗栗縣後龍鎮中和里21鄰崎頂202-3號1樓","100000"," "," ","核准設立","20250901035816"
"00068026","億萊環球國際股份有限公司","陳O仁","新北市中和區建八路181號3樓","30000000","1100000"," ","核准設立","20250901035816"
"00068813","偉昌碩國際貿易有限公司","黃O哲","臺北市大同區延平北路2段144巷20弄3號1樓","5000000"," "," ","核准設立","20250901035816"
"00068877","奇妍企業有限公司","張O泰","南投縣竹山鎮桂林里中正新村36號","1000000"," "," ","核准設立","20250901035816"
"00069030","購大心美食團購有限公司","周O宇","新北市中和區橋和路122號5樓之6","1000000"," "," ","核准設立","20250901035816"
"00069334","剛出爐有限公司","陳O庭","臺中市西區後龍里民族路285號1樓","200000"," "," ","核准設立","20250901035816"
"00069833","昇吉創新有限公司","張O晴","臺中市西區臺灣大道二段239號13樓","100000"," "," ","核准設立","20250901035816"
"00070281","無二數位行銷有限公司","韓O鴻","高雄市鳳山區光復路一段91號2樓","100000"," "," ","核准設立","20250901035816"
"00070310","迪特文化空間有限公司","傅O雄","高雄市苓雅區中正二路22號5樓之1","2000000"," "," ","核准設立","20250901035816"
"00071227","朵法創意行銷有限公司","蔡O子","臺中市北屯區旅順路二段428號9樓","200000"," "," ","核准設立","20250901035816"
"00071824","正法明貿易有限公司","吳O藤","彰化縣彰化市茄南里彰泰三街132號","1000000"," "," ","核准設立","20250901035816"
"00072788","猿速國際事業有限公司","王O雯","臺中市西屯區逢甲里河南路二段327號4樓之5","200000"," "," ","核准設立","20250901035816"
"00073560","唐雨有限公司","王O惠","臺南市安定區蘇林里蘇厝246之5號1樓","5000000"," "," ","核准設立","20250901035816"
"00073647","意志購有限公司","蘇O梅","高雄市鳥松區本舘路99號","500000"," "," ","核准設立","20250901035816"
"00073956","愛風格有限公司","劉O妤","新北市汐止區大同路2段271之1號","300000"," "," ","核准設立","20250901035816"
"00074723","香港商殼子特玩台灣控股有限公司","楊O業","臺北市信義區信義路五段7號69樓","100000"," "," ","核准登記","20250901035816"
"00075552","銓壹國際有限公司","林O均","臺中市豐原區南陽里永康路213巷177弄23號5樓之2","100000"," "," ","核准設立","20250901035816"
"00075716","大貿企業有限公司","楊O渝","新北市板橋區大觀路2段153巷4號","200000"," "," ","核准設立","20250901035816"
"00075785","騰暘股份有限公司","楊O碩","臺北市內湖區港墘路221巷35號4樓、4樓之1","30000000","30000000"," ","核准設立","20250901035816"
"00076291","棠火有限公司","洪O臨","新北市永和區永和路2段116號4樓","50000"," "," ","核准設立","20250901035816"
"00079706","靖美光學有限公司","張O","桃園市中壢區興國里新生路125號(1樓)","3000000"," "," ","核准設立","20250901035816"
"00080008","威綺實業有限公司","賴O愷","雲林縣北港鎮大同里太平路28巷7-2號二樓","1000000"," "," ","核准設立","20250901035816"
"00080083","強零國際有限公司","吳O賢","臺中市南屯區大墩三街78之3號5樓","17500000"," "," ","核准設立","20250901035816"
"00080422","森晟國際貿易有限公司","陳O融","新北市淡水區學府路102巷62之5號5樓","1000000"," "," ","核准設立","20250901035816"
"00081098","允恩有限公司","彭O","臺北市大同區南京西路57號6樓之10","200000"," "," ","核准設立","20250901035816"
"00082287","日日釆日國際有限公司","北O文彥","臺北市中正區忠孝東路1段35號11樓","100000"," "," ","核准設立","20250901035816"
"00084166","藍譽有限公司","戴O羽","臺北市松山區復興北路201號4樓","500000"," "," ","核准設立","20250901035816"
"00084601","啦悠有限公司","莊O喻","臺中市大甲區日南里中山路二段918之305號1樓","5000000"," "," ","核准設立","20250901035816"
"00085762","苡棠美學室內裝修有限公司","林O君","新北市林口區信義路358號","5000000"," "," ","核准設立","20250901035816"
"00086116","卓亞網路行銷有限公司","張O瑜","臺中市南屯區永春東路505號1樓","500000"," "," ","核准設立","20250901035816"
"00086214","好時國際事業有限公司","吳O哲","高雄市三民區察哈爾一街78號1樓","3000000"," "," ","核准設立","20250901035816"
"00086636","奧采有限公司","吳O蒨","嘉義縣朴子市竹村里鴨母寮1-47號","500000"," "," ","核准設立","20250901035816"
"00087136","昇祥永盛有限公司","張O晴","臺中市西屯區何厝東二街23號9樓之3","100000"," "," ","核准設立","20250901035816"
"00087678","妮菈國際有限公司","黃O婷","桃園市蘆竹區中興里興福街5巷2號（1樓）","500000"," "," ","核准設立","20250901035816"
"00089129","麗璽國際有限公司","黃O芬","彰化縣線西鄉線西村沿海路二段81號","1000000"," "," ","核准設立","20250901035816"
"00089330","首富管理顧問有限公司","李O雄","高雄市前鎮區一心二路44號2樓","50000"," "," ","核准設立","20250901035816"
"00089520","承碧國際拍賣股份有限公司","鄭O文","新竹縣竹北市復興三路二段168號9樓之5","30000000","1000000"," ","核准設立，但已命令解散","20250901035816"
"00089900","永恆珠寶有限公司","張O仟","新北市板橋區中山路1段1號13樓之26","1000000"," "," ","核准設立","20250901035816"
"00090619","銘意創想有限公司","林O玶","臺北市松山區南京東路5段8、10號4樓","1000000"," "," ","核准設立","20250901035816"
"00090982","貿心有限公司","丁O寧","臺南市永康區小東路477巷46弄5之20號","400000"," "," ","核准設立","20250901035816"
"00091080","捷笙資訊行銷有限公司","王O笙","高雄市苓雅區建國一路123巷2號5樓","2000000"," "," ","核准設立","20250901035816"
"00091737","來廣資產股份有限公司","林O芳","高雄市鳳山區武漢里武慶二路66號1樓","5000000","5000000"," ","核准設立","20250901035816"
"00092362","豐芯水星企業有限公司","江O慧","臺北市內湖區陽光街321巷12號7樓","1000000"," "," ","核准設立","20250901035816"
"00093897","荷春廣貿有限公司","朱O卿","高雄市三民區建德路191號1樓","500000"," "," ","核准設立","20250901035816"
"00094137","東諦鐘錶股份有限公司","林O彥","臺南市中西區中正路173號2樓","20000000","20000000"," ","核准設立","20250901035816"
"00094170","鬪士文創股份有限公司","劉O儒","臺中市西區和龍里篤信街43巷2號3樓","2000000","1000000"," ","核准設立","20250901035816"
"00094657","振霖時科技有限公司","錢O時","新北市板橋區三民路2段37號23樓之1","800000"," "," ","核准設立","20250901035816"
"00095115","花漾量子文化有限公司","黃O琴","高雄市楠梓區土庫一路28號","100000"," "," ","核准設立","20250901035816"
"00097079","魚骨科技股份有限公司","陳O宇","臺北市信義區忠孝東路4段560號4樓","100000","100000"," ","核准設立","20250901035816"
"00097562","承萱國際有限公司","呂O玲","桃園市桃園區經國里同安街76之1號","300000"," "," ","核准設立","20250901035816"
"00098648","綸綸這一家股份有限公司","吳O翎","臺中市南屯區益豐路三段373號","500000","500000"," ","核准設立","20250901035816"
"00099153","喬庸貿易有限公司","許O基","臺中市南屯區惠中里文心路一段378號7樓之10","700000"," "," ","核准設立","20250901035816"
"00099750","品宏家居有限公司","黃O紘","桃園市桃園區富國路555號","2000000"," "," ","核准設立","20250901035816"
"00100638","張麻子網路有限公司","鄧O華","臺中市烏日區三和里高鐵路二段138號2樓之1","250000"," "," ","核准設立","20250901035816"
"00101171","邑莘有限公司","黃O琳","新北市板橋區富山街56號(1樓)","300000"," "," ","核准設立","20250901035816"
"00101453","青春時創影業有限公司","賴O筆","臺北市大安區復興南路1段222號9樓","1000000"," "," ","核准設立","20250901035816"
"00102116","台灣駿河屋股份有限公司","帖O勇志","臺北市內湖區瑞光路258巷55號4樓","10000000","10000000"," ","核准設立","20250901035816"
"00103403","物遇有限公司","賴O瑜","新北市新店區竹林路2巷27弄8號2樓","1000000"," "," ","核准設立","20250901035816"
"00104156","鉑樂開發有限公司","徐O國","臺北市中正區衡陽路36號8樓之1","300000"," "," ","核准設立","20250901035816"
"00104352","沛盛有限公司","張O勝","臺北市大同區寧夏路11號3樓之13","500000"," "," ","核准設立","20250901035816"
"00104439","浤丞單車有限公司","朱O暖","新竹市北區水田里16鄰經國路二段111號4樓之10","1000000"," "," ","核准設立","20250901035816"
"00104536","網傳有限公司","陳O妤","新北市新莊區大安路30巷2號(1樓)","100000"," "," ","核准設立","20250901035816"
"00104825","健康智研飛生技有限公司","王O智","新北市樹林區千歲街112號","3000000"," "," ","核准設立","20250901035816"
"00104992","雲頂奢品國際有限公司","陳O鴻","臺北市中山區遼寧街105巷10號1樓","1000000"," "," ","核准設立","20250901035816"
"00105660","璟赫有限公司","林O政","臺中市西屯區福安里西屯路三段103號1樓","50000"," "," ","核准設立","20250901035816"
"00106865","振航有限公司","吳O妤","高雄市前金區文武三街161號1至3樓","1000000"," "," ","核准設立","20250901035816"
"00107196","展新卓越國際有限公司","陳O潔","臺北市中山區民生東路3段36號6樓之5","100000"," "," ","核准設立","20250901035816"
"00107512","希旺寵匯多媒體行銷有限公司","謝O筑","高雄市前金區福音街3號1樓","300000"," "," ","核准設立","20250901035816"
"00108054","暘陞國際貿易有限公司","劉O辰","臺中市西屯區何安里臺灣大道二段910號11樓之5","3000000"," "," ","核准設立","20250901035816"
"00108462","榮豪貿易有限公司","許O榮","新北市板橋區三民路2段33號14樓","1000000"," "," ","核准設立","20250901035816"
"00109194","心心婦嬰生活館有限公司","黃O慧","臺北市南港區研究院路2段36號","100000"," "," ","核准設立","20250901035816"
"00109384","哈哈哈國際股份有限公司","李O","新北市板橋區板新路17號2樓","1111000","1111000"," ","核准設立","20250901035816"
"00109510","辦公王有限公司","謝O皓","彰化縣鹿港鎮頂厝里尚義街51巷2號一樓","200000"," "," ","核准設立","20250901035816"
"00109997","臻旺國際有限公司","陳O蓁","臺南市中西區兌悅里成功路515號7樓","1000000"," "," ","核准設立","20250901035816"
"00111305","富客有限公司","靳O宸","高雄市小港區金城路162號2樓","1000000"," "," ","核准設立","20250901035816"
"00112424","淳品創意行銷有限公司","潘O瑋","新北市板橋區廣和街56號5樓","500000"," "," ","核准設立","20250901035816"
"00113373","丸辰有限公司","吳O辰","臺中市北區健行里忠明路424號20樓之1","10000"," "," ","核准設立","20250901035816"
"00115273","洞見創意娛樂有限公司","孔O亭","臺北市大安區忠孝東路4段162號12樓之2","500000"," "," ","核准設立","20250901035816"
"00115858","驛傳運動行銷有限公司","譚O昇","桃園市中壢區龍岡路3段139巷36號(4樓)","350000"," "," ","核准設立","20250901035816"
"00116126","榮昱企業有限公司","徐O凱","臺南市中西區府前里尊王路132號3樓","100000"," "," ","核准設立","20250901035816"
"00117119","容睦貿易有限公司","朱O平","新北市板橋區稚暉街20號3樓","1000000"," "," ","核准設立","20250901035816"
"00117238","亞柏至有限公司","謝O赫","彰化縣員林市南興里興學街89巷2號二樓","1000000"," "," ","核准設立","20250901035816"
"00118460","樂蕎有限公司","劉O榕","新北市三重區光復路2段88巷22弄7號(1樓)","104000"," "," ","核准設立","20250901035816"
"00119101","米之諾有限公司","劉O慶","新北市新莊區新北大道4段171號2樓","1000000"," "," ","核准設立","20250901035816"
"00119968","怡宸物業管理顧問有限公司","吳O萱","高雄市楠梓區土庫一路183號1樓","1000000"," "," ","核准設立","20250901035816"
"00120254","提攜有限公司","趙O芬","新北市永和區中山路1段232號6樓之1","3000000"," "," ","核准設立","20250901035816"
"00121063","夏都地產開發股份有限公司","陳O同","臺北市松山區南京東路五段188號四樓之5","1200000000","600000000"," ","核准設立","20250901035816"
"00121134","時利人有限公司","陳O章","臺中市和平區梨山里復興路4號2樓","3000000"," "," ","核准設立","20250901035816"
"00122366","牙寶寶有限公司","曾O浩","花蓮縣光復鄉大同村中山路三段8號1樓","500000"," "," ","核准設立","20250901035816"
"00122767","初心百貨有限公司","李O萱","臺北市大安區信義路4段1號2樓","100000"," "," ","核准設立","20250901035816"
"00123148","泰國商明領張有限公司","蘇O兒","臺北市中山區中山北路二段79號3樓","500000"," "," ","核准登記","20250901035816"
"00123409","米嵐傳媒有限公司","謝O庭","桃園市大園區園航路411號7樓","168000"," "," ","核准設立","20250901035816"
"00125069","隆和實業有限公司","林O超","臺中市西屯區逢甲里西屯路二段248之9號1樓","1000000"," "," ","核准設立","20250901035816"
"00127881","昕燁網路行銷有限公司","","新北市中和區景新街338號12樓","200000"," "," ","解散","20250901035816"
"00128002","瓦勤股份有限公司","","臺中市南屯區新生里益豐路三段373號","100000","100000"," ","解散","20250901035816"
"00128734","依值佳有限公司","鄒O倫","臺中市大里區金城里塗城路735巷1弄28號","700000"," "," ","核准設立","20250901035816"
"00128848","大瀠精緻文化貿易有限公司","侯O詞","高雄市苓雅區江都街69號","600000"," "," ","核准設立","20250901035816"
"00131148","台藝美學有限公司","呂O癸","臺北市大同區南京西路233巷9號","1000000"," "," ","核准設立","20250901035816"
"00131180","珍好買有限公司","王O珍","臺南市東區大同里大同路1段197巷43號2樓","1000000"," "," ","核准設立","20250901035816"
"00131203","蕎心國際股份有限公司","游O光","新北市三重區中興北街179號5樓","5000000","5000000"," ","核准設立","20250901035816"
"00131246","昱鴻興有限公司","黃O順","高雄市前金區中正四路139號7樓","120000"," "," ","核准設立","20250901035816"
"00131479","山伊設計貿易有限公司","詹O柏","高雄市新興區尚信街39號1樓","3000000"," "," ","核准設立","20250901035816"
"00132913","歆淳吉祥國際有限公司","李O祥","臺北市萬華區漢中街34之1號1樓","2000000"," "," ","核准設立","20250901035816"
"00135469","鈞海股份有限公司","李O琪","新北市新店區頂城一街1巷32號(3樓)","1000000","1000000"," ","核准設立","20250901035816"
"00135926","統統股份有限公司","侯O琳","臺南市中西區康樂街375號","200000","200000"," ","核准設立","20250901035816"
"00137086","馨宜軒國際有限公司","李O平","桃園市桃園區國強二街277巷6弄5號(1樓)","1000000"," "," ","核准設立","20250901035816"
"00137473","貫鈞貿易有限公司","楊O勳","臺中市南屯區惠中里文心路一段378號7樓之10","600000"," "," ","核准設立","20250901035816"
"00138183","禾立橙有限公司","顏O勳","新北市板橋區民治街52巷5弄6號","100000"," "," ","核准設立","20250901035816"
"00138424","建林國際生醫有限公司","林O然","臺中市北區賴旺里文心路四段182號地下一層之2","300000"," "," ","核准設立","20250901035816"
"00138894","鑫毓晟有限公司","羅O毓","臺南市永康區六合里中華二路340巷21號1樓","1000000"," "," ","核准設立","20250901035816"
"00141096","秝鑫國際貿易有限公司","石O恬","高雄市三民區九如二路255之5號14樓","2000000"," "," ","核准設立","20250901035816"
"00141265","昶欣貴金屬有限公司","王O杰","新北市永和區得和路247之3號(1樓)","1000000"," "," ","核准設立","20250901035816"
"00141455","鑄果空間美學有限公司","林O君","臺北市中山區長春路26號4樓","1000000"," "," ","核准設立","20250901035816"
"00141589","優尚生活電器有限公司","林O威","新北市淡水區水梘頭19之3號","100000"," "," ","核准設立","20250901035816"
"00142341","天帝事業有限公司","黃O偉","臺北市大安區仁愛路3段26號5樓","1000000"," "," ","核准設立","20250901035816"
"00142546","佐友逢緣有限公司","鄭O彥","臺北市中山區南京東路2段160號6樓","1000000"," "," ","核准設立","20250901035816"
"00142779","發鼎實業有限公司","侯O欽","新北市板橋區中山路2段62號10樓之7","1000000"," "," ","核准設立","20250901035816"
"00142948","海合平台股份有限公司","許O仁","臺北市中山區南京東路2段72號11樓"," ","4000000"," ","核准設立","20250901035816"
"00143329","弘顗企業有限公司","","臺中市西屯區何安里臺灣大道二段910號11樓之7","100000"," "," ","解散","20250901035816"
"00143361","楓葉運動有限公司","林O緒","新北市新莊區中華路3段218號3樓、220號3樓","10000000"," "," ","核准設立","20250901035816"
"00143545","包辦有限公司","林O云","臺北市內湖區石潭路27號4樓之7","500000"," "," ","核准設立","20250901035816"
"00143593","禾豐發展有限公司","許O誌","臺南市西港區慶安里新興街60號1樓","500000"," "," ","核准設立","20250901035816"
